word.a word.b word.c word.d word.e word.f word.g word.h word.i word.j
0 1 0 0 0 0 0 0 0 0
0 1 0 0 0 0 0 0 0 0
0 1 0 0 0 0 0 0 0 0
0 1 0 0 0 0 0 0 1 0
0 1 0 0 0 0 1 0 0 0
0 1 0 0 0 1 0 0 0 0
0 1 0 0 0 1 0 0 0 1
0 1 0 0 0 1 0 0 1 1
0 1 0 0 0 1 1 0 1 0
0 1 0 0 1 0 0 1 0 0
0 1 0 0 1 1 0 0 0 0
0 1 0 0 1 1 0 0 1 0
0 1 0 1 0 0 0 0 0 0
0 1 0 1 0 0 0 0 0 0
0 1 0 1 0 0 0 0 0 0
0 1 0 1 0 0 0 0 0 0
0 1 0 1 0 0 0 0 0 0
0 1 0 1 0 0 0 0 0 0
0 1 0 1 0 0 0 0 0 0
0 1 0 1 0 0 0 0 0 0
0 1 0 1 0 0 0 0 0 0
0 1 0 1 0 0 0 0 0 0
0 1 0 1 0 0 0 0 1 0
0 1 0 1 0 0 0 0 1 0
0 1 0 1 0 0 0 0 1 0
0 1 0 1 0 0 0 0 1 0
0 1 0 1 0 0 0 0 1 0
0 1 0 1 0 0 0 0 1 0
0 1 0 1 0 0 0 0 1 0
0 1 0 1 0 0 0 0 1 0
0 1 0 1 0 0 0 0 1 0
0 1 0 1 0 0 0 0 1 0
0 1 0 1 0 0 0 0 1 0
0 1 0 1 0 0 0 1 0 0
0 1 0 1 0 0 0 1 0 0
0 1 0 1 0 0 0 1 1 0
0 1 0 1 0 0 1 0 0 0
0 1 0 1 0 0 1 0 0 0
0 1 0 1 0 0 1 0 0 0
0 1 0 1 0 0 1 0 1 0
0 1 0 1 0 0 1 1 0 0
0 1 0 1 0 1 0 0 0 0
0 1 0 1 0 1 0 0 0 0
0 1 0 1 0 1 0 0 0 0
0 1 0 1 0 1 0 0 0 0
0 1 0 1 0 1 0 0 0 0
0 1 0 1 0 1 0 0 1 0
0 1 0 1 0 1 0 0 1 0
0 1 0 1 0 1 0 0 1 0
0 1 0 1 0 1 0 0 1 0
0 1 0 1 0 1 0 0 1 0
0 1 0 1 0 1 0 0 1 0
0 1 0 1 0 1 0 0 1 0
0 1 0 1 0 1 0 0 1 0
0 1 0 1 0 1 0 0 1 0
0 1 0 1 0 1 0 0 1 1
0 1 0 1 0 1 0 1 0 0
0 1 0 1 0 1 0 1 0 0
0 1 0 1 0 1 0 1 0 0
0 1 0 1 0 1 0 1 1 0
0 1 0 1 0 1 0 1 1 0
0 1 0 1 0 1 0 1 1 1
0 1 0 1 0 1 1 0 0 0
0 1 0 1 0 1 1 0 1 0
0 1 0 1 0 1 1 0 1 1
0 1 0 1 0 1 1 1 0 0
0 1 0 1 0 1 1 1 0 0
0 1 0 1 0 1 1 1 0 1
0 1 0 1 1 0 0 0 0 0
0 1 0 1 1 0 0 0 0 0
0 1 0 1 1 0 0 0 0 0
0 1 0 1 1 0 0 0 0 0
0 1 0 1 1 0 0 0 0 0
0 1 0 1 1 0 0 0 0 0
0 1 0 1 1 0 0 0 0 0
0 1 0 1 1 0 0 0 1 0
0 1 0 1 1 0 0 0 1 0
0 1 0 1 1 0 0 0 1 0
0 1 0 1 1 0 0 0 1 0
0 1 0 1 1 0 0 0 1 0
0 1 0 1 1 0 0 0 1 0
0 1 0 1 1 0 0 0 1 0
0 1 0 1 1 0 0 0 1 0
0 1 0 1 1 0 0 0 1 0
0 1 0 1 1 0 0 0 1 0
0 1 0 1 1 0 0 0 1 0
0 1 0 1 1 0 0 0 1 0
0 1 0 1 1 0 0 0 1 0
0 1 0 1 1 0 0 0 1 0
0 1 0 1 1 0 0 0 1 0
0 1 0 1 1 0 0 0 1 0
0 1 0 1 1 0 0 0 1 0
0 1 0 1 1 0 0 0 1 0
0 1 0 1 1 0 0 0 1 1
0 1 0 1 1 0 0 0 1 1
0 1 0 1 1 0 0 1 1 0
0 1 0 1 1 0 0 1 1 0
0 1 0 1 1 0 0 1 1 0
0 1 0 1 1 0 0 1 1 0
0 1 0 1 1 0 1 0 0 0
0 1 0 1 1 0 1 0 0 0
0 1 0 1 1 0 1 0 0 0
0 1 0 1 1 0 1 0 0 1
0 1 0 1 1 0 1 0 1 0
0 1 0 1 1 0 1 0 1 0
0 1 0 1 1 0 1 0 1 0
0 1 0 1 1 0 1 0 1 0
0 1 0 1 1 0 1 0 1 0
0 1 0 1 1 1 0 0 0 0
0 1 0 1 1 1 0 0 0 0
0 1 0 1 1 1 0 0 0 0
0 1 0 1 1 1 0 0 0 0
0 1 0 1 1 1 0 0 0 0
0 1 0 1 1 1 0 0 0 0
0 1 0 1 1 1 0 0 0 0
0 1 0 1 1 1 0 0 0 0
0 1 0 1 1 1 0 0 0 0
0 1 0 1 1 1 0 0 0 0
0 1 0 1 1 1 0 0 0 0
0 1 0 1 1 1 0 0 0 0
0 1 0 1 1 1 0 0 0 0
0 1 0 1 1 1 0 0 0 0
0 1 0 1 1 1 0 0 0 1
0 1 0 1 1 1 0 0 0 1
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 0
0 1 0 1 1 1 0 0 1 1
0 1 0 1 1 1 0 0 1 1
0 1 0 1 1 1 0 0 1 1
0 1 0 1 1 1 0 0 1 1
0 1 0 1 1 1 0 0 1 1
0 1 0 1 1 1 0 0 1 1
0 1 0 1 1 1 0 0 1 1
0 1 0 1 1 1 0 0 1 1
0 1 0 1 1 1 0 0 1 1
0 1 0 1 1 1 0 0 1 1
0 1 0 1 1 1 0 0 1 1
0 1 0 1 1 1 0 0 1 1
0 1 0 1 1 1 0 0 1 1
0 1 0 1 1 1 0 0 1 1
0 1 0 1 1 1 0 1 0 0
0 1 0 1 1 1 0 1 0 0
0 1 0 1 1 1 0 1 0 0
0 1 0 1 1 1 0 1 0 0
0 1 0 1 1 1 0 1 0 0
0 1 0 1 1 1 0 1 0 0
0 1 0 1 1 1 0 1 0 1
0 1 0 1 1 1 0 1 1 0
0 1 0 1 1 1 0 1 1 0
0 1 0 1 1 1 0 1 1 0
0 1 0 1 1 1 0 1 1 0
0 1 0 1 1 1 0 1 1 0
0 1 0 1 1 1 0 1 1 0
0 1 0 1 1 1 0 1 1 0
0 1 0 1 1 1 0 1 1 0
0 1 0 1 1 1 0 1 1 0
0 1 0 1 1 1 0 1 1 1
0 1 0 1 1 1 0 1 1 1
0 1 0 1 1 1 0 1 1 1
0 1 0 1 1 1 0 1 1 1
0 1 0 1 1 1 0 1 1 1
0 1 0 1 1 1 0 1 1 1
0 1 0 1 1 1 0 1 1 1
0 1 0 1 1 1 1 0 0 0
0 1 0 1 1 1 1 0 0 0
0 1 0 1 1 1 1 0 0 0
0 1 0 1 1 1 1 0 0 0
0 1 0 1 1 1 1 0 0 0
0 1 0 1 1 1 1 0 0 0
0 1 0 1 1 1 1 0 0 1
0 1 0 1 1 1 1 0 0 1
0 1 0 1 1 1 1 0 1 0
0 1 0 1 1 1 1 0 1 0
0 1 0 1 1 1 1 0 1 0
0 1 0 1 1 1 1 0 1 0
0 1 0 1 1 1 1 0 1 0
0 1 0 1 1 1 1 0 1 0
0 1 0 1 1 1 1 0 1 0
0 1 0 1 1 1 1 0 1 0
0 1 0 1 1 1 1 0 1 0
0 1 0 1 1 1 1 0 1 0
0 1 0 1 1 1 1 0 1 0
0 1 0 1 1 1 1 0 1 0
0 1 0 1 1 1 1 0 1 0
0 1 0 1 1 1 1 0 1 0
0 1 0 1 1 1 1 0 1 0
0 1 0 1 1 1 1 0 1 0
0 1 0 1 1 1 1 0 1 0
0 1 0 1 1 1 1 0 1 0
0 1 0 1 1 1 1 0 1 1
0 1 0 1 1 1 1 0 1 1
0 1 0 1 1 1 1 0 1 1
0 1 0 1 1 1 1 0 1 1
0 1 0 1 1 1 1 0 1 1
0 1 0 1 1 1 1 0 1 1
0 1 0 1 1 1 1 0 1 1
0 1 0 1 1 1 1 1 0 0
0 1 0 1 1 1 1 1 0 0
0 1 0 1 1 1 1 1 0 0
0 1 0 1 1 1 1 1 0 1
0 1 0 1 1 1 1 1 1 0
0 1 0 1 1 1 1 1 1 0
0 1 0 1 1 1 1 1 1 0
0 1 0 1 1 1 1 1 1 0
0 1 0 1 1 1 1 1 1 0
0 1 0 1 1 1 1 1 1 0
0 1 0 1 1 1 1 1 1 0
0 1 0 1 1 1 1 1 1 0
0 1 0 1 1 1 1 1 1 0
0 1 0 1 1 1 1 1 1 0
0 1 0 1 1 1 1 1 1 0
0 1 0 1 1 1 1 1 1 0
0 1 0 1 1 1 1 1 1 1
0 1 0 1 1 1 1 1 1 1
0 1 0 1 1 1 1 1 1 1
0 1 0 1 1 1 1 1 1 1
0 1 0 1 1 1 1 1 1 1
0 1 0 1 1 1 1 1 1 1
0 1 0 1 1 1 1 1 1 1
0 1 0 1 1 1 1 1 1 1
0 1 0 1 1 1 1 1 1 1
0 1 0 1 1 1 1 1 1 1
0 1 1 0 0 0 1 0 0 0
0 1 1 0 0 0 1 0 1 0
0 1 1 0 1 0 0 1 0 0
0 1 1 1 0 0 0 0 0 0
0 1 1 1 0 0 0 0 0 1
0 1 1 1 0 0 1 0 0 0
0 1 1 1 0 0 1 0 0 0
0 1 1 1 0 0 1 1 1 0
0 1 1 1 0 1 0 0 1 0
0 1 1 1 0 1 0 0 1 0
0 1 1 1 0 1 0 0 1 0
0 1 1 1 0 1 0 0 1 1
0 1 1 1 0 1 1 0 0 1
0 1 1 1 0 1 1 0 1 0
0 1 1 1 0 1 1 0 1 1
0 1 1 1 0 1 1 1 0 1
0 1 1 1 1 0 0 0 0 0
0 1 1 1 1 0 0 0 1 0
0 1 1 1 1 0 1 0 1 0
0 1 1 1 1 0 1 0 1 0
0 1 1 1 1 0 1 0 1 0
0 1 1 1 1 0 1 1 0 1
0 1 1 1 1 1 0 0 0 0
0 1 1 1 1 1 0 0 0 0
0 1 1 1 1 1 0 0 0 0
0 1 1 1 1 1 0 0 0 0
0 1 1 1 1 1 0 0 0 0
0 1 1 1 1 1 0 0 0 0
0 1 1 1 1 1 0 0 1 0
0 1 1 1 1 1 0 0 1 0
0 1 1 1 1 1 0 0 1 0
0 1 1 1 1 1 0 0 1 0
0 1 1 1 1 1 0 0 1 0
0 1 1 1 1 1 0 0 1 0
0 1 1 1 1 1 0 0 1 0
0 1 1 1 1 1 0 0 1 0
0 1 1 1 1 1 0 0 1 1
0 1 1 1 1 1 0 1 0 0
0 1 1 1 1 1 0 1 0 0
0 1 1 1 1 1 0 1 0 0
0 1 1 1 1 1 0 1 1 0
0 1 1 1 1 1 0 1 1 0
0 1 1 1 1 1 0 1 1 1
0 1 1 1 1 1 0 1 1 1
0 1 1 1 1 1 1 0 0 0
0 1 1 1 1 1 1 0 1 0
0 1 1 1 1 1 1 0 1 0
0 1 1 1 1 1 1 0 1 0
0 1 1 1 1 1 1 0 1 0
0 1 1 1 1 1 1 0 1 0
0 1 1 1 1 1 1 0 1 0
0 1 1 1 1 1 1 0 1 1
0 1 1 1 1 1 1 0 1 1
0 1 1 1 1 1 1 1 0 0
0 1 1 1 1 1 1 1 0 0
0 1 1 1 1 1 1 1 0 1
0 1 1 1 1 1 1 1 0 1
0 1 1 1 1 1 1 1 1 0
0 1 1 1 1 1 1 1 1 0
0 1 1 1 1 1 1 1 1 1
0 1 1 1 1 1 1 1 1 1
0 1 1 1 1 1 1 1 1 1
0 1 1 1 1 1 1 1 1 1
0 1 1 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 1 0
1 0 0 0 0 0 0 0 1 0
1 0 0 0 0 0 0 0 1 0
1 0 0 0 0 0 0 0 1 0
1 0 0 0 0 0 0 0 1 1
1 0 0 0 0 0 0 1 1 0
1 0 0 0 0 0 1 0 0 0
1 0 0 0 0 0 1 0 1 0
1 0 0 0 0 1 0 0 0 0
1 0 0 0 0 1 0 0 0 0
1 0 0 0 0 1 0 0 1 0
1 0 0 0 0 1 0 0 1 0
1 0 0 0 0 1 1 0 0 0
1 0 0 0 0 1 1 0 0 0
1 0 0 0 1 0 0 0 0 0
1 0 0 0 1 0 0 0 1 0
1 0 0 0 1 0 0 0 1 1
1 0 0 0 1 0 1 0 1 0
1 0 0 0 1 1 0 0 0 0
1 0 0 0 1 1 0 0 0 0
1 0 0 0 1 1 0 0 1 0
1 0 0 0 1 1 0 0 1 0
1 0 0 0 1 1 0 0 1 0
1 0 0 0 1 1 0 1 0 0
1 0 0 0 1 1 1 0 0 0
1 0 0 0 1 1 1 1 1 0
1 0 0 0 1 1 1 1 1 0
1 0 0 1 0 0 0 0 0 0
1 0 0 1 0 0 0 0 1 0
1 0 0 1 0 0 0 0 1 0
1 0 0 1 0 0 0 0 1 0
1 0 0 1 0 0 1 0 0 0
1 0 0 1 0 0 1 0 1 0
1 0 0 1 0 1 0 0 0 0
1 0 0 1 0 1 0 0 0 0
1 0 0 1 0 1 0 0 0 0
1 0 0 1 0 1 0 0 0 0
1 0 0 1 0 1 0 0 0 0
1 0 0 1 0 1 0 0 1 0
1 0 0 1 0 1 0 0 1 0
1 0 0 1 0 1 0 0 1 0
1 0 0 1 0 1 0 0 1 0
1 0 0 1 0 1 0 0 1 0
1 0 0 1 0 1 0 0 1 0
1 0 0 1 0 1 0 1 0 0
1 0 0 1 0 1 0 1 0 0
1 0 0 1 0 1 0 1 0 0
1 0 0 1 0 1 0 1 1 0
1 0 0 1 0 1 1 0 1 0
1 0 0 1 0 1 1 0 1 0
1 0 0 1 0 1 1 0 1 0
1 0 0 1 0 1 1 1 0 0
1 0 0 1 0 1 1 1 0 0
1 0 0 1 0 1 1 1 0 0
1 0 0 1 0 1 1 1 1 0
1 0 0 1 0 1 1 1 1 0
1 0 0 1 1 0 0 0 0 0
1 0 0 1 1 0 0 0 0 0
1 0 0 1 1 0 0 0 0 0
1 0 0 1 1 0 0 0 1 0
1 0 0 1 1 0 0 0 1 0
1 0 0 1 1 0 0 0 1 0
1 0 0 1 1 0 0 0 1 0
1 0 0 1 1 0 0 0 1 0
1 0 0 1 1 0 0 1 1 0
1 0 0 1 1 0 0 1 1 0
1 0 0 1 1 0 0 1 1 0
1 0 0 1 1 0 1 0 1 0
1 0 0 1 1 0 1 1 1 0
1 0 0 1 1 1 0 0 0 0
1 0 0 1 1 1 0 0 0 0
1 0 0 1 1 1 0 0 0 0
1 0 0 1 1 1 0 0 0 0
1 0 0 1 1 1 0 0 0 0
1 0 0 1 1 1 0 0 0 0
1 0 0 1 1 1 0 0 0 0
1 0 0 1 1 1 0 0 0 1
1 0 0 1 1 1 0 0 1 0
1 0 0 1 1 1 0 0 1 0
1 0 0 1 1 1 0 0 1 0
1 0 0 1 1 1 0 0 1 0
1 0 0 1 1 1 0 0 1 0
1 0 0 1 1 1 0 0 1 0
1 0 0 1 1 1 0 0 1 0
1 0 0 1 1 1 0 0 1 0
1 0 0 1 1 1 0 0 1 1
1 0 0 1 1 1 0 0 1 1
1 0 0 1 1 1 0 1 0 0
1 0 0 1 1 1 0 1 0 0
1 0 0 1 1 1 0 1 1 0
1 0 0 1 1 1 0 1 1 0
1 0 0 1 1 1 0 1 1 0
1 0 0 1 1 1 0 1 1 0
1 0 0 1 1 1 0 1 1 0
1 0 0 1 1 1 0 1 1 1
1 0 0 1 1 1 1 0 0 0
1 0 0 1 1 1 1 0 1 0
1 0 0 1 1 1 1 0 1 0
1 0 0 1 1 1 1 0 1 0
1 0 0 1 1 1 1 1 1 0
1 0 0 1 1 1 1 1 1 0
1 0 0 1 1 1 1 1 1 1
1 0 0 1 1 1 1 1 1 1
1 0 0 1 1 1 1 1 1 1
1 0 0 1 1 1 1 1 1 1
1 0 1 0 0 0 0 0 0 0
1 0 1 0 0 0 0 0 0 1
1 0 1 0 0 0 0 0 0 1
1 0 1 0 0 0 0 0 1 0
1 0 1 0 0 1 0 0 0 0
1 0 1 0 0 1 1 0 0 0
1 0 1 1 0 0 0 0 0 0
1 0 1 1 0 0 0 0 1 1
1 0 1 1 0 0 0 1 0 0
1 0 1 1 0 1 0 0 0 1
1 0 1 1 0 1 0 0 1 0
1 0 1 1 0 1 1 1 1 0
1 0 1 1 1 1 0 0 0 0
1 0 1 1 1 1 0 0 1 0
1 0 1 1 1 1 0 1 1 0
1 0 1 1 1 1 0 1 1 0
1 0 1 1 1 1 1 0 0 0
1 0 1 1 1 1 1 1 1 1
1 0 1 1 1 1 1 1 1 1
1 1 0 0 0 0 0 0 0 0
1 1 0 0 0 0 0 0 0 0
1 1 0 0 0 0 0 0 0 0
1 1 0 0 0 0 0 0 0 0
1 1 0 0 0 0 0 0 0 0
1 1 0 0 0 0 0 0 0 0
1 1 0 0 0 0 0 0 0 0
1 1 0 0 0 0 0 0 0 1
1 1 0 0 0 0 0 0 1 0
1 1 0 0 0 0 0 0 1 0
1 1 0 0 0 0 0 0 1 0
1 1 0 0 0 0 0 0 1 0
1 1 0 0 0 0 0 0 1 0
1 1 0 0 0 0 0 1 0 0
1 1 0 0 0 0 0 1 1 0
1 1 0 0 0 0 0 1 1 0
1 1 0 0 0 0 1 0 0 0
1 1 0 0 0 1 0 0 0 0
1 1 0 0 0 1 0 0 0 0
1 1 0 0 0 1 0 0 0 0
1 1 0 0 0 1 0 0 0 0
1 1 0 0 0 1 0 0 0 0
1 1 0 0 0 1 0 0 1 0
1 1 0 0 0 1 0 0 1 0
1 1 0 0 0 1 0 1 1 0
1 1 0 0 0 1 1 0 0 0
1 1 0 0 0 1 1 0 1 1
1 1 0 0 1 0 0 0 0 0
1 1 0 0 1 0 0 0 0 0
1 1 0 0 1 0 0 0 1 0
1 1 0 0 1 0 0 1 1 0
1 1 0 0 1 1 0 0 0 0
1 1 0 0 1 1 0 0 0 0
1 1 0 0 1 1 0 0 0 0
1 1 0 0 1 1 0 0 0 0
1 1 0 0 1 1 0 0 1 0
1 1 0 0 1 1 0 0 1 0
1 1 0 0 1 1 0 0 1 0
1 1 0 0 1 1 0 0 1 0
1 1 0 0 1 1 0 1 0 0
1 1 0 0 1 1 0 1 1 1
1 1 0 0 1 1 1 0 0 0
1 1 0 0 1 1 1 0 0 0
1 1 0 0 1 1 1 1 1 0
1 1 0 0 1 1 1 1 1 1
1 1 0 0 1 1 1 1 1 1
1 1 0 1 0 0 0 0 0 0
1 1 0 1 0 0 0 0 0 0
1 1 0 1 0 0 0 0 0 0
1 1 0 1 0 0 0 0 0 0
1 1 0 1 0 0 0 0 0 0
1 1 0 1 0 0 0 0 0 0
1 1 0 1 0 0 0 0 0 0
1 1 0 1 0 0 0 0 0 0
1 1 0 1 0 0 0 0 0 0
1 1 0 1 0 0 0 0 0 0
1 1 0 1 0 0 0 0 0 0
1 1 0 1 0 0 0 0 1 0
1 1 0 1 0 0 0 0 1 0
1 1 0 1 0 0 0 0 1 0
1 1 0 1 0 0 0 0 1 0
1 1 0 1 0 0 0 0 1 0
1 1 0 1 0 0 0 0 1 0
1 1 0 1 0 0 0 0 1 0
1 1 0 1 0 0 0 0 1 0
1 1 0 1 0 0 0 0 1 0
1 1 0 1 0 0 0 0 1 0
1 1 0 1 0 0 0 0 1 0
1 1 0 1 0 0 0 0 1 0
1 1 0 1 0 0 0 0 1 0
1 1 0 1 0 0 0 0 1 0
1 1 0 1 0 0 0 0 1 0
1 1 0 1 0 0 0 0 1 0
1 1 0 1 0 0 0 0 1 0
1 1 0 1 0 0 0 0 1 0
1 1 0 1 0 0 0 0 1 0
1 1 0 1 0 0 0 0 1 0
1 1 0 1 0 0 0 0 1 0
1 1 0 1 0 0 0 0 1 0
1 1 0 1 0 0 0 0 1 0
1 1 0 1 0 0 0 0 1 0
1 1 0 1 0 0 0 0 1 0
1 1 0 1 0 0 0 0 1 0
1 1 0 1 0 0 0 0 1 0
1 1 0 1 0 0 0 0 1 1
1 1 0 1 0 0 0 0 1 1
1 1 0 1 0 0 0 1 0 0
1 1 0 1 0 0 0 1 0 0
1 1 0 1 0 0 0 1 0 0
1 1 0 1 0 0 0 1 1 0
1 1 0 1 0 0 0 1 1 0
1 1 0 1 0 0 0 1 1 0
1 1 0 1 0 0 0 1 1 0
1 1 0 1 0 0 0 1 1 0
1 1 0 1 0 0 1 0 0 0
1 1 0 1 0 0 1 0 0 0
1 1 0 1 0 0 1 0 1 0
1 1 0 1 0 0 1 0 1 0
1 1 0 1 0 0 1 0 1 0
1 1 0 1 0 0 1 0 1 0
1 1 0 1 0 0 1 0 1 0
1 1 0 1 0 0 1 0 1 0
1 1 0 1 0 0 1 1 0 0
1 1 0 1 0 0 1 1 1 0
1 1 0 1 0 0 1 1 1 0
1 1 0 1 0 1 0 0 0 0
1 1 0 1 0 1 0 0 0 0
1 1 0 1 0 1 0 0 0 0
1 1 0 1 0 1 0 0 0 0
1 1 0 1 0 1 0 0 0 0
1 1 0 1 0 1 0 0 0 0
1 1 0 1 0 1 0 0 0 0
1 1 0 1 0 1 0 0 0 0
1 1 0 1 0 1 0 0 0 0
1 1 0 1 0 1 0 0 0 0
1 1 0 1 0 1 0 0 0 0
1 1 0 1 0 1 0 0 0 0
1 1 0 1 0 1 0 0 0 0
1 1 0 1 0 1 0 0 0 0
1 1 0 1 0 1 0 0 0 0
1 1 0 1 0 1 0 0 0 0
1 1 0 1 0 1 0 0 0 0
1 1 0 1 0 1 0 0 0 0
1 1 0 1 0 1 0 0 0 0
1 1 0 1 0 1 0 0 0 0
1 1 0 1 0 1 0 0 0 0
1 1 0 1 0 1 0 0 0 0
1 1 0 1 0 1 0 0 1 0
1 1 0 1 0 1 0 0 1 0
1 1 0 1 0 1 0 0 1 0
1 1 0 1 0 1 0 0 1 0
1 1 0 1 0 1 0 0 1 0
1 1 0 1 0 1 0 0 1 0
1 1 0 1 0 1 0 0 1 0
1 1 0 1 0 1 0 0 1 0
1 1 0 1 0 1 0 0 1 0
1 1 0 1 0 1 0 0 1 0
1 1 0 1 0 1 0 0 1 0
1 1 0 1 0 1 0 0 1 0
1 1 0 1 0 1 0 0 1 0
1 1 0 1 0 1 0 0 1 0
1 1 0 1 0 1 0 0 1 0
